Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,460,0,10000.0,9801.73574906741,214.97820099966702,18244.73014799969,76905.0,3.5586333278372586,0.0,10000,11000,12000,15000,17000,17000,18000,18000,18000,18000,18000
GET,/post-detail,1571,0,10000.0,9572.121160344994,209.2554470000323,18099.18211000013,86441.8434118396,12.153506430505074,0.0,10000,11000,12000,15000,17000,17000,17000,18000,18000,18000,18000
,Aggregated,2031,0,10000.0,9624.126434009353,209.2554470000323,18244.73014799969,84281.8493353028,15.712139758342332,0.0,10000,11000,12000,15000,17000,17000,17000,18000,18000,18000,18000
